06-26 14:55:16.003 |-INFO  o.h.validator.internal.util.Version:21 - HV000001: Hibernate Validator 6.1.6.Final
06-26 14:55:19.604 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportMapper' and 'com.anjiplus.template.gaea.business.modules.report.dao.ReportMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.604 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictItemMapper' and 'com.anjiplus.template.gaea.business.modules.dict.dao.GaeaDictItemMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.605 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictMapper' and 'com.anjiplus.template.gaea.business.modules.dict.dao.GaeaDictMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.607 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportExcelMapper' and 'com.anjiplus.template.gaea.business.modules.reportexcel.dao.ReportExcelMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.608 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessRoleMapper' and 'com.anjiplus.template.gaea.business.modules.accessrole.dao.AccessRoleMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.609 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessRoleAuthorityMapper' and 'com.anjiplus.template.gaea.business.modules.accessrole.dao.AccessRoleAuthorityMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.609 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaFileMapper' and 'com.anjiplus.template.gaea.business.modules.file.dao.GaeaFileMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.609 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardMapper' and 'com.anjiplus.template.gaea.business.modules.dashboard.dao.ReportDashboardMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.614 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportShareMapper' and 'com.anjiplus.template.gaea.business.modules.reportshare.dao.ReportShareMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.615 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessUserMapper' and 'com.anjiplus.template.gaea.business.modules.accessuser.dao.AccessUserMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.616 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessUserRoleMapper' and 'com.anjiplus.template.gaea.business.modules.accessuser.dao.AccessUserRoleMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.616 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessAuthorityMapper' and 'com.anjiplus.template.gaea.business.modules.accessauthority.dao.AccessAuthorityMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.616 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetParamMapper' and 'com.anjiplus.template.gaea.business.modules.datasetparam.dao.DataSetParamMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.616 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSourceMapper' and 'com.anjiplus.template.gaea.business.modules.datasource.dao.DataSourceMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.616 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetMapper' and 'com.anjiplus.template.gaea.business.modules.dataset.dao.DataSetMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.616 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'dataSetTransformMapper' and 'com.anjiplus.template.gaea.business.modules.datasettransform.dao.DataSetTransformMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.616 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardWidgetMapper' and 'com.anjiplus.template.gaea.business.modules.dashboardwidget.dao.ReportDashboardWidgetMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.616 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportMapper' and 'com.anjiplus.template.gaea.business.modules.report.dao.ReportMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictItemMapper' and 'com.anjiplus.template.gaea.business.modules.dict.dao.GaeaDictItemMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaDictMapper' and 'com.anjiplus.template.gaea.business.modules.dict.dao.GaeaDictMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportExcelMapper' and 'com.anjiplus.template.gaea.business.modules.reportexcel.dao.ReportExcelMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessRoleMapper' and 'com.anjiplus.template.gaea.business.modules.accessrole.dao.AccessRoleMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessRoleAuthorityMapper' and 'com.anjiplus.template.gaea.business.modules.accessrole.dao.AccessRoleAuthorityMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'gaeaFileMapper' and 'com.anjiplus.template.gaea.business.modules.file.dao.GaeaFileMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportDashboardMapper' and 'com.anjiplus.template.gaea.business.modules.dashboard.dao.ReportDashboardMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'reportShareMapper' and 'com.anjiplus.template.gaea.business.modules.reportshare.dao.ReportShareMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessUserMapper' and 'com.anjiplus.template.gaea.business.modules.accessuser.dao.AccessUserMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - Skipping MapperFactoryBean with name 'accessUserRoleMapper' and 'com.anjiplus.template.gaea.business.modules.accessuser.dao.AccessUserRoleMapper' mapperInterface. Bean already defined with the same name!
06-26 14:55:19.632 |-WARN  o.m.s.mapper.ClassPathMapperScanner:44 - No MyBatis mapper was found in '[com.anjiplus.template.gaea.business.modules.*.dao, com.anjiplus.template.gaea.business.modules.*.**.dao, com.anji.plus.gaea.*.module.*.dao]' package. Please check your configuration.
06-26 14:55:19.792 |-INFO  o.s.cloud.context.scope.GenericScope:295 - BeanFactory id=61a00e92-0f60-350c-9938-6676179ff2d9
06-26 14:55:20.852 |-INFO  o.s.b.w.e.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 9095 (http)
06-26 14:55:20.982 |-INFO  o.a.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-9095"]
06-26 14:55:20.982 |-INFO  o.a.catalina.core.StandardService:173 - Starting service [Tomcat]
06-26 14:55:20.982 |-INFO  o.a.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.39]
06-26 14:55:21.143 |-INFO  o.a.c.c.C.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
06-26 14:55:21.143 |-INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:285 - Root WebApplicationContext: initialization completed in 4080 ms
06-26 14:55:26.010 |-INFO  c.a.t.g.b.config.DatabaseInitializer:30 - DatabaseInitializer uses flyway init-sqls to initiate database
06-26 14:55:26.011 |-INFO  com.zaxxer.hikari.HikariDataSource:110 - HikariPool-1 - Starting...
06-26 14:55:26.367 |-INFO  com.zaxxer.hikari.HikariDataSource:123 - HikariPool-1 - Start completed.
06-26 14:55:26.385 |-INFO  com.zaxxer.hikari.HikariDataSource:350 - HikariPool-1 - Shutdown initiated...
06-26 14:55:26.401 |-INFO  com.zaxxer.hikari.HikariDataSource:352 - HikariPool-1 - Shutdown completed.
06-26 14:55:26.401 |-INFO  c.a.t.g.b.config.DatabaseInitializer:53 - DatabaseInitializer initialize completed
06-26 14:55:26.616 |-INFO  o.s.s.c.ThreadPoolTaskExecutor:181 - Initializing ExecutorService 'applicationTaskExecutor'
06-26 14:55:26.687 |-INFO  o.s.b.a.w.s.WelcomePageHandlerMapping:54 - Adding welcome page: class path resource [static/index.html]
06-26 14:55:27.286 |-INFO  o.f.c.i.license.VersionPrinter:49 - Flyway Community Edition 5.2.1 by Boxfuse
06-26 14:55:27.356 |-INFO  o.f.c.i.database.DatabaseFactory:49 - Database: jdbc:mysql://127.0.0.1:3306/aj_report (MySQL 5.7)
06-26 14:55:27.481 |-WARN  o.f.c.i.s.DefaultSqlScriptExecutor:53 - DB: Can't create database 'aj_report'; database exists (SQL State: HY000 - Error Code: 1007)
06-26 14:55:28.176 |-INFO  o.f.core.internal.command.DbValidate:49 - Successfully validated 15 migrations (execution time 00:00.409s)
06-26 14:55:28.181 |-INFO  o.f.core.internal.command.DbMigrate:49 - Current version of schema `aj_report`: 1.0.14
06-26 14:55:28.181 |-INFO  o.f.core.internal.command.DbMigrate:49 - Schema `aj_report` is up to date. No migration necessary.
06-26 14:55:28.322 |-INFO  o.s.b.a.e.web.EndpointLinksResolver:58 - Exposing 2 endpoint(s) beneath base path ''
06-26 14:55:28.371 |-INFO  o.a.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-9095"]
06-26 14:55:28.516 |-INFO  o.s.b.w.e.tomcat.TomcatWebServer:220 - Tomcat started on port(s): 9095 (http) with context path ''
06-26 14:55:28.552 |-INFO  c.a.t.g.business.ReportApplication:61 - Started ReportApplication in 13.415 seconds (JVM running for 14.377)
06-26 14:55:39.188 |-INFO  o.a.c.c.C.[Tomcat].[localhost].[/]:173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
06-26 14:55:39.188 |-INFO  o.s.web.servlet.DispatcherServlet:525 - Initializing Servlet 'dispatcherServlet'
06-26 14:55:39.203 |-INFO  o.s.web.servlet.DispatcherServlet:547 - Completed initialization in 9 ms
06-26 14:55:40.138 |-INFO  com.zaxxer.hikari.HikariDataSource:110 - HikariPool-2 - Starting...
06-26 14:55:40.148 |-INFO  com.zaxxer.hikari.HikariDataSource:123 - HikariPool-2 - Start completed.
06-26 14:56:02.252 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
06-26 14:56:02.252 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
06-26 14:56:02.252 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
06-26 14:56:02.252 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
06-26 14:56:02.253 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
06-26 14:56:02.253 |-INFO  c.a.t.g.b.m.d.s.impl.JdbcServiceImpl:40 - 创建连接池成功：jdbc:mysql://127.0.0.1:3306/trade?useUnicode=true&characterEncoding=UTF-8&serverTimezone=GMT%2B8
06-26 14:56:02.985 |-INFO  c.alibaba.druid.pool.DruidDataSource:985 - {dataSource-1} inited
